alert_id,account_id,triggered_date,rule_id,rule_name,severity,status,true_sar,triggered_by_typology_txn,f01_vol_7d_log,f02_vol_30d_log,f03_vol_ratio_7_30,f04_max_txn_log,f05_vol_vs_revenue,f06_txn_count_7d,f07_txn_count_30d,f08_velocity_ratio,f09_recency_gap_days,f10_account_age_days,f11_cash_fraction_30d,f12_structuring_count_30d,f13_round_amount_count_30d,f14_digital_channel_fraction,f15_night_fraction_30d,f16_intl_fraction_30d,f17_distinct_jurisdictions_30d,f18_very_high_jur_flag,f19_shell_counterparty_fraction,f20_pep_flag,f21_adverse_media_flag,f22_high_risk_industry,f23_prior_alerts_90d,f24_account_jurisdiction_score
ALT10827bd9fd34,ACC000044,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,9.326739339140405,9.326739339140405,4.285714285714286,9.3003766692778,0.048542611942233395,2.0,2.0,4.285714285714286,1697.0,1697.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT07dc66fd4ce5,ACC000045,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.017943638977203,8.017943638977203,4.285714285714286,7.353197224565935,1.9373631075152775,4.0,4.0,4.285714285714286,2260.0,2260.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
ALTd060f4597793,ACC000046,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,7.8507658355556735,7.8507658355556735,4.2857142857142865,7.398945381488956,0.07758074539418164,3.0,3.0,4.285714285714286,2168.0,2168.0,0.06776795106557058,0.0,0.0,1.0,0.0,0.6363268009506371,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ALTfdfcbb8cc202,ACC000048,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.884092092135486,8.884092092135486,4.2857142857142865,8.304410777651677,0.0777572324552489,4.0,4.0,4.285714285714286,2429.0,2429.0,0.0,0.0,0.0,1.0,0.0,0.20136765688277347,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTc7fbdfdaba0b,ACC000049,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.712799447865358,8.712799447865358,4.285714285714286,8.34089267174345,7.502826253301411,5.0,5.0,4.2857142857142865,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTfb46d2534799,ACC000051,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.746954795032023,8.746954795032023,4.285714285714286,7.868453250696874,33.66063784246575,5.0,5.0,4.2857142857142865,1465.0,1465.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT4ed71008a55a,ACC000063,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,9.095648678195017,9.095648678195017,4.285714285714286,8.345213176071319,0.480910381091139,5.0,5.0,4.2857142857142865,751.0,751.0,0.08305282651050261,0.0,0.0,1.0,0.0,0.1710678476929272,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
ALT6cc928c8dfcf,ACC000064,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.146500455709301,8.146500455709301,4.285714285714286,7.513381862012587,0.24750364410573072,5.0,5.0,4.2857142857142865,3392.0,3392.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT42be1d24dd4e,ACC000073,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.102056463611342,8.102056463611342,4.285714285714286,7.914953787013931,0.39589476234918153,3.0,3.0,4.285714285714286,1100.0,1100.0,0.0,0.0,0.0,1.0,0.0,0.027294901901371106,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALT65c47434d12a,ACC000076,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.686962969858135,8.686962969858135,4.285714285714286,8.046613396218774,0.26128411233502036,4.0,4.0,4.285714285714286,2301.0,2301.0,0.08307506887052342,0.0,0.0,1.0,0.0,0.20894776643439744,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALTd8ddb1f1af79,ACC000077,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.516070561503017,8.516070561503017,4.285714285714286,7.536662560479168,8.017517380902683,6.0,6.0,4.285714285714286,3414.0,3414.0,0.1457526850496356,0.0,0.0,1.0,0.0,0.20933674317447665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
ALTbe818fef600d,ACC000081,2023-01-01,R02,Large Cash Transaction,high,open,0,0,10.2838088546148,10.2838088546148,4.285714285714286,9.893329130033395,18.56978087548243,3.0,3.0,4.285714285714286,2584.0,2584.0,0.6767211012203764,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
ALT36352e4755fa,ACC000082,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,7.616057046513702,7.616057046513702,4.285714285714286,6.983076086781847,0.06507693323901986,4.0,4.0,4.285714285714286,395.0,395.0,0.0,0.0,0.0,1.0,0.0,0.5307754466529362,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT63f4947bad4f,ACC000083,2023-01-01,R06,High-Risk Jurisdiction Wire,high,open,1,1,12.235298771081741,12.235298771081741,4.285714285714286,10.881832472145556,224.79530172037377,6.0,6.0,4.285714285714286,828.0,828.0,0.0,0.0,0.0,1.0,0.0,0.9964527834830472,3.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0
ALTd8484fa513ab,ACC000083,2023-01-01,R07,Rapid Fund Movement,high,open,1,1,12.235298771081741,12.235298771081741,4.285714285714286,10.881832472145556,224.79530172037377,6.0,6.0,4.285714285714286,828.0,828.0,0.0,0.0,0.0,1.0,0.0,0.9964527834830472,3.0,1.0,0.8,0.0,0.0,0.0,1.0,1.0
ALTc1ccf2cb5d1d,ACC000083,2023-01-01,R08,Multiple Counterparty Layering,medium,open,1,1,12.235298771081741,12.235298771081741,4.285714285714286,10.881832472145556,224.79530172037377,6.0,6.0,4.285714285714286,828.0,828.0,0.0,0.0,0.0,1.0,0.0,0.9964527834830472,3.0,1.0,0.8,0.0,0.0,0.0,2.0,1.0
ALTee842e53a6a0,ACC000083,2023-01-01,R12,Shell Company Counterparty Wire,high,open,1,1,12.235298771081741,12.235298771081741,4.285714285714286,10.881832472145556,224.79530172037377,6.0,6.0,4.285714285714286,828.0,828.0,0.0,0.0,0.0,1.0,0.0,0.9964527834830472,3.0,1.0,0.8,0.0,0.0,0.0,3.0,1.0
ALT0b64e4b21eb3,ACC000083,2023-01-01,R15,Cross-Border Fan-Out,high,open,1,1,12.235298771081741,12.235298771081741,4.285714285714286,10.881832472145556,224.79530172037377,6.0,6.0,4.285714285714286,828.0,828.0,0.0,0.0,0.0,1.0,0.0,0.9964527834830472,3.0,1.0,0.8,0.0,0.0,0.0,4.0,1.0
ALT83177e4fa95e,ACC000085,2023-01-01,R02,Large Cash Transaction,high,open,0,0,9.124173365677994,9.124173365677994,4.285714285714286,9.103099200103653,0.6584213952627072,3.0,3.0,4.285714285714286,2966.0,2966.0,0.9791440696534877,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT42744dd37e3d,ACC000086,2023-01-01,R02,Large Cash Transaction,high,open,0,0,9.993901218504451,9.993901218504451,4.2857142857142865,9.588767903547197,0.6249231746832856,4.0,4.0,4.285714285714286,3351.0,3351.0,0.6668726823238567,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT7d4c9ab918f7,ACC000088,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.631473209776704,8.631473209776704,4.285714285714286,7.396893420227862,3.777724600949094,5.0,5.0,4.2857142857142865,2065.0,2065.0,0.0,0.0,0.0,0.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTecc432e094bb,ACC000089,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,7.6407335632921916,7.6407335632921916,4.285714285714286,6.7700666857324325,0.09823488217358022,4.0,4.0,4.285714285714286,3041.0,3041.0,0.0,0.0,0.0,0.75,0.0,0.5850682844053896,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTfc79ce5408a9,ACC000090,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.795868322882662,8.795868322882662,4.285714285714286,8.153953892019942,0.19978279383620803,5.0,5.0,4.2857142857142865,1013.0,1013.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ALT14fbe04b0754,ACC000092,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.816355117473968,8.816355117473968,4.285714285714286,8.350767818163536,0.19948273138185035,5.0,5.0,4.2857142857142865,318.0,318.0,0.0,0.0,0.0,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
ALT374fea07593a,ACC000102,2023-01-01,R06,High-Risk Jurisdiction Wire,high,open,1,1,14.417482939234917,14.417482939234917,4.285714285714286,13.460062889186627,35.41331926924683,8.0,8.0,4.285714285714286,2277.0,2277.0,0.0,0.0,0.0,0.5,0.0,0.9970146056620021,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ALT71547cf2686d,ACC000102,2023-01-01,R09,PEP / Adverse Media High-Value Transaction,critical,open,1,1,14.417482939234917,14.417482939234917,4.285714285714286,13.460062889186627,35.41331926924683,8.0,8.0,4.285714285714286,2277.0,2277.0,0.0,0.0,0.0,0.5,0.0,0.9970146056620021,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ALT8743ab405fdf,ACC000102,2023-01-01,R11,Trade Invoice Anomaly,high,open,1,1,14.417482939234917,14.417482939234917,4.285714285714286,13.460062889186627,35.41331926924683,8.0,8.0,4.285714285714286,2277.0,2277.0,0.0,0.0,0.0,0.5,0.0,0.9970146056620021,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
ALT96a77dbabd21,ACC000104,2023-01-01,R05,Dormant Account Sudden Activity,high,open,0,0,9.268324333846452,9.268324333846452,4.285714285714286,9.128152615329194,6.103499323176176,4.0,4.0,4.285714285714286,798.0,798.0,0.0,0.0,0.0,1.0,0.0,0.8691966198501696,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTdbcb85776304,ACC000104,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,9.268324333846452,9.268324333846452,4.285714285714286,9.128152615329194,6.103499323176176,4.0,4.0,4.285714285714286,798.0,798.0,0.0,0.0,0.0,1.0,0.0,0.8691966198501696,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALT1b76a56978b9,ACC000104,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,9.268324333846452,9.268324333846452,4.285714285714286,9.128152615329194,6.103499323176176,4.0,4.0,4.285714285714286,798.0,798.0,0.0,0.0,0.0,1.0,0.0,0.8691966198501696,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ALT95687c191a86,ACC000110,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.618302885118517,8.618302885118517,4.285714285714286,8.306324000977416,0.05371848974141071,5.0,5.0,4.2857142857142865,3413.0,3413.0,0.0668270960533286,0.0,0.0,0.8,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33
ALT757f35fc0681,ACC000110,2023-01-01,R09,PEP / Adverse Media High-Value Transaction,critical,open,0,0,8.618302885118517,8.618302885118517,4.285714285714286,8.306324000977416,0.05371848974141071,5.0,5.0,4.2857142857142865,3413.0,3413.0,0.0668270960533286,0.0,0.0,0.8,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33
ALT7783a9808b7a,ACC000112,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,7.376877269698814,7.376877269698814,4.285714285714286,6.514742320063211,2.979244368193346,5.0,5.0,4.2857142857142865,2233.0,2233.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTcdaae1649077,ACC000113,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.506512353807969,8.506512353807969,4.285714285714285,7.911716170800772,2.7257836956042505,5.0,5.0,4.2857142857142865,700.0,700.0,0.0,0.0,0.0,0.8,0.0,0.0955199074785478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
ALTc2c8726a7bc6,ACC000115,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,9.140657977108328,9.140657977108328,4.285714285714286,8.016733653649425,0.3976987299602639,5.0,5.0,4.2857142857142865,862.0,862.0,0.6117157593369004,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT154fbb239e34,ACC000117,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.78687828540636,8.78687828540636,4.2857142857142865,8.488511784151124,7.546349447864076,4.0,4.0,4.285714285714286,1075.0,1075.0,0.019820491357557018,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTbd1c3e561d88,ACC000119,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,9.072611611285627,9.072611611285627,4.285714285714286,8.153266301279068,3.45477292283778,6.0,6.0,4.285714285714286,1223.0,1223.0,0.0065217765585634194,0.0,0.0,1.0,0.0,0.09601772196938829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTc831071d60ab,ACC000139,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,7.159416313854704,7.159416313854704,4.285714285714286,6.587081585569713,0.4286781678207848,3.0,3.0,4.285714285714286,2346.0,2346.0,0.0,0.0,0.0,1.0,0.0,0.11414921099318373,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.67
ALTcb6827af176b,ACC000146,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,7.298039065094637,7.298039065094637,4.285714285714286,6.569635686214575,5.301256732495512,4.0,4.0,4.285714285714286,418.0,418.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ALT58f21fa07a5b,ACC000147,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,8.02598063449732,8.02598063449732,4.285714285714286,7.9056038777884,0.4730522528765144,3.0,3.0,4.285714285714286,3513.0,3513.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.09894324520504051,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33
ALT559fda9b833e,ACC000151,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,8.428657016148714,8.428657016148714,4.285714285714285,7.703165683540429,0.9908116021118374,4.0,4.0,4.285714285714286,3433.0,3433.0,0.0,0.0,0.0,1.0,0.0,0.7972111423169811,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.67
ALTc6dbacb4b049,ACC000151,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,8.428657016148714,8.428657016148714,4.285714285714285,7.703165683540429,0.9908116021118374,4.0,4.0,4.285714285714286,3433.0,3433.0,0.0,0.0,0.0,1.0,0.0,0.7972111423169811,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.67
ALTd39826a80daf,ACC000151,2023-01-01,R09,PEP / Adverse Media High-Value Transaction,high,open,0,0,8.428657016148714,8.428657016148714,4.285714285714285,7.703165683540429,0.9908116021118374,4.0,4.0,4.285714285714286,3433.0,3433.0,0.0,0.0,0.0,1.0,0.0,0.7972111423169811,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.67
ALTf175f8aaee2a,ACC000154,2023-01-01,R05,Dormant Account Sudden Activity,high,open,0,0,9.304019221885158,9.304019221885158,4.285714285714286,8.68101637001127,1.7644127873720201,5.0,5.0,4.2857142857142865,3355.0,3355.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTfa544b49e289,ACC000155,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,8.605766181786077,8.605766181786077,4.285714285714286,8.325296337435198,0.7585386583120163,5.0,5.0,4.2857142857142865,1166.0,1166.0,0.9600774065509962,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTa8cce0ae7658,ACC000159,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,7.85116299934423,7.85116299934423,4.285714285714286,7.529019702068457,1.672890742067887,3.0,3.0,4.285714285714286,1809.0,1809.0,0.0,0.0,0.0,1.0,0.0,0.2392550589628153,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT201c4a63638a,ACC000161,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,6.510957500815525,6.510957500815525,4.2857142857142865,6.32310369457549,0.017293430211774787,2.0,2.0,4.285714285714286,442.0,442.0,0.0,0.0,0.0,1.0,0.0,0.828480795865787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTbdcb18cfcce2,ACC000164,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,6.637572529662141,6.637572529662141,4.285714285714286,5.780187805858606,0.02671909719288935,4.0,4.0,4.285714285714286,812.0,812.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTbed2e9e8a46b,ACC000169,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,7.774242133052768,7.774242133052768,4.285714285714286,6.711387534754778,0.8998539063032239,3.0,3.0,4.285714285714286,2764.0,2764.0,0.6685439571994582,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00f17a409eb0,ACC000177,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,9.949729711390583,9.949729711390583,4.285714285714286,9.82696605478665,0.41337421770354804,4.0,4.0,4.285714285714286,2156.0,2156.0,0.019400770378065806,0.0,0.0,0.75,0.0,0.8844671615368602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT3e66a074e27b,ACC000177,2023-01-01,R08,Multiple Counterparty Layering,medium,open,0,0,9.949729711390583,9.949729711390583,4.285714285714286,9.82696605478665,0.41337421770354804,4.0,4.0,4.285714285714286,2156.0,2156.0,0.019400770378065806,0.0,0.0,0.75,0.0,0.8844671615368602,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALTb6168c502cd5,ACC000178,2023-01-01,R06,High-Risk Jurisdiction Wire,high,open,1,1,12.898359881443687,12.898359881443687,4.285714285714286,11.520903555205116,17.198368446125027,9.0,9.0,4.2857142857142865,917.0,917.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.9799375546674399,3.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0
ALTc8ab18c275ee,ACC000178,2023-01-01,R07,Rapid Fund Movement,high,open,0,0,12.898359881443687,12.898359881443687,4.285714285714286,11.520903555205116,17.198368446125027,9.0,9.0,4.2857142857142865,917.0,917.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.9799375546674399,3.0,1.0,0.8,0.0,0.0,0.0,1.0,1.0
ALT61cdcaa36431,ACC000178,2023-01-01,R08,Multiple Counterparty Layering,medium,open,1,1,12.898359881443687,12.898359881443687,4.285714285714286,11.520903555205116,17.198368446125027,9.0,9.0,4.2857142857142865,917.0,917.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.9799375546674399,3.0,1.0,0.8,0.0,0.0,0.0,2.0,1.0
ALTad1bf007d786,ACC000178,2023-01-01,R12,Shell Company Counterparty Wire,high,open,1,1,12.898359881443687,12.898359881443687,4.285714285714286,11.520903555205116,17.198368446125027,9.0,9.0,4.2857142857142865,917.0,917.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.9799375546674399,3.0,1.0,0.8,0.0,0.0,0.0,3.0,1.0
