txn_id,account_id,txn_date,txn_datetime,txn_type,channel,amount_eur,is_typology,typology_type,is_international,destination_jurisdiction,counterparty_id,counterparty_jurisdiction,counterparty_is_shell,counterparty_is_crypto
TXNa9fbf5fb98e8,ACC000005,2023-01-01,2023-01-01T06:34:00,domestic_wire,online,11453.51,0,,0,low,CP8b946d36d369,low,0,0
TXN2c4004b84179,ACC000005,2023-01-01,2023-01-01T14:52:00,domestic_wire,mobile,1654.98,0,,0,low,CP40578488b935,low,0,0
TXN63318734639f,ACC000005,2023-01-01,2023-01-01T15:19:00,domestic_wire,online,1308.69,0,,0,low,CP620615cee8d0,low,0,0
TXNda8fc87b467c,ACC000006,2023-01-01,2023-01-01T16:12:00,domestic_wire,online,109.92,0,,0,low,CP00cf668ff39e,low,0,0
TXN7ad9cef9f072,ACC000006,2023-01-01,2023-01-01T15:07:00,card_payment,mobile,207.4,0,,0,,,,,
TXNabdb3b60ee59,ACC000006,2023-01-01,2023-01-01T10:35:00,international_wire,online,130.27,0,,1,low,CPc107d563bb56,low,0,0
TXNd19197ce3ec3,ACC000006,2023-01-01,2023-01-01T18:22:00,domestic_wire,mobile,160.17,0,,0,low,CPf319f8cf4cde,low,0,0
TXN99cb1fd9e638,ACC000006,2023-01-01,2023-01-01T06:50:00,domestic_wire,online,333.51,0,,0,low,CP0e1b6419f632,low,0,0
TXN955052281ea6,ACC000006,2023-01-01,2023-01-01T09:14:00,card_payment,branch,1852.39,0,,0,,,,,
TXNcc8788f97fc9,ACC000007,2023-01-01,2023-01-01T14:46:00,domestic_wire,online,384.84,0,,0,low,CPcfb10a288a2e,low,0,0
TXNb718f77078e3,ACC000007,2023-01-01,2023-01-01T21:49:00,domestic_wire,online,3596.09,0,,0,low,CP82c30c5cd1c2,low,0,0
TXN65b08983ad2b,ACC000007,2023-01-01,2023-01-01T19:56:00,cash_withdrawal,mobile,1382.01,0,,0,,,,,
TXNaedb22506b6a,ACC000008,2023-01-01,2023-01-01T07:31:00,internal_transfer,mobile,2129.44,0,,0,,,,,
TXN2cd4318fa595,ACC000008,2023-01-01,2023-01-01T13:50:00,cash_deposit,online,964.27,0,,0,,,,,
TXN88f5a8e6cf64,ACC000008,2023-01-01,2023-01-01T09:59:00,cash_withdrawal,online,342.39,0,,0,,,,,
TXN87238bc95d1d,ACC000008,2023-01-01,2023-01-01T21:45:00,internal_transfer,mobile,3201.15,0,,0,,,,,
TXN258b9ca2694d,ACC000009,2023-01-01,2023-01-01T17:49:00,card_payment,online,475.69,0,,0,,,,,
TXNd881a43801a6,ACC000009,2023-01-01,2023-01-01T19:00:00,domestic_wire,mobile,189.5,0,,0,medium,CP2b38467da4ed,medium,0,0
TXN701e74b81050,ACC000009,2023-01-01,2023-01-01T06:34:00,domestic_wire,branch,182.95,0,,0,medium,CP3e166b4c704c,medium,0,0
TXN5f096f5383af,ACC000010,2023-01-01,2023-01-01T16:39:00,cash_deposit,online,53.47,0,,0,,,,,
TXN39da83921759,ACC000010,2023-01-01,2023-01-01T16:23:00,internal_transfer,online,1312.15,0,,0,,,,,
TXNc6f3350b1d33,ACC000010,2023-01-01,2023-01-01T14:20:00,internal_transfer,mobile,2095.44,0,,0,,,,,
TXN8b814955d628,ACC000011,2023-01-01,2023-01-01T16:05:00,international_wire,online,250.47,0,,1,very_high,CP54e5f643b969,very_high,0,0
TXN29170ec0266c,ACC000011,2023-01-01,2023-01-01T09:07:00,international_wire,online,414.62,0,,1,low,CP78267463b94d,low,0,0
TXNacec1ccd62b0,ACC000011,2023-01-01,2023-01-01T13:45:00,domestic_wire,branch,360.27,0,,0,medium,CP9a41a3bf9a8b,medium,0,0
TXN4b62b375ca7b,ACC000012,2023-01-01,2023-01-01T06:05:00,cash_withdrawal,online,316.3,0,,0,,,,,
TXN454c8621be7c,ACC000012,2023-01-01,2023-01-01T18:30:00,domestic_wire,mobile,478.78,0,,0,low,CP882f6c9c280e,low,0,0
TXNef51f32cbbad,ACC000012,2023-01-01,2023-01-01T14:24:00,domestic_wire,atm,539.54,0,,0,low,CPa34f5df5be08,low,0,0
TXN57970cee7dc1,ACC000013,2023-01-01,2023-01-01T14:01:00,domestic_wire,mobile,345.25,0,,0,low,CP00ceb9c8e504,low,0,0
TXN36ffe9a1d17a,ACC000013,2023-01-01,2023-01-01T21:32:00,internal_transfer,online,48.95,0,,0,,,,,
TXN0d9096fe6425,ACC000014,2023-01-01,2023-01-01T12:58:00,card_payment,mobile,326.39,0,,0,,,,,
TXNc3a4dbab0d53,ACC000014,2023-01-01,2023-01-01T15:01:00,card_payment,online,11192.98,0,,0,,,,,
TXN0116f8caeecd,ACC000014,2023-01-01,2023-01-01T18:02:00,cash_withdrawal,mobile,447.72,0,,0,,,,,
TXN3dcb2f23bc71,ACC000014,2023-01-01,2023-01-01T09:00:00,cash_deposit,branch,521.33,1,cash_intensive,0,,,,,
TXN719fc92b6be1,ACC000014,2023-01-01,2023-01-01T18:23:00,cash_deposit,branch,6853.59,1,cash_intensive,0,,,,,
TXNc013dd440d21,ACC000015,2023-01-01,2023-01-01T09:32:00,domestic_wire,mobile,11178.77,0,,0,low,CPff17c6c6f890,low,0,0
TXN62085a547caf,ACC000015,2023-01-01,2023-01-01T21:16:00,international_wire,online,483.75,0,,1,low,CP0dfe1b72d366,low,0,0
TXN4bbd1d6f2f31,ACC000015,2023-01-01,2023-01-01T10:04:00,domestic_wire,mobile,31.32,0,,0,medium,CP7133996e2fc7,medium,0,0
TXNfe458eae0b79,ACC000016,2023-01-01,2023-01-01T21:29:00,cash_deposit,atm,59.34,0,,0,,,,,
TXNeb0bd5e90efe,ACC000016,2023-01-01,2023-01-01T09:01:00,internal_transfer,mobile,2354.86,0,,0,,,,,
TXN9f61b815f499,ACC000016,2023-01-01,2023-01-01T10:57:00,domestic_wire,atm,277.02,0,,0,medium,CPed775dee24dc,medium,0,0
TXN83aa60cbe1a4,ACC000016,2023-01-01,2023-01-01T15:16:00,internal_transfer,branch,780.01,0,,0,,,,,
TXN0654bb5bacb1,ACC000017,2023-01-01,2023-01-01T11:37:00,internal_transfer,branch,266.65,0,,0,,,,,
TXNf3f274edd04f,ACC000017,2023-01-01,2023-01-01T09:40:00,cash_withdrawal,branch,66.4,0,,0,,,,,
TXN2ceefc4881f8,ACC000017,2023-01-01,2023-01-01T14:32:00,domestic_wire,online,259.51,0,,0,low,CP49f7aaedc943,low,0,0
TXNf557009e3ff0,ACC000017,2023-01-01,2023-01-01T16:18:00,internal_transfer,mobile,25.3,0,,0,,,,,
TXNf10c66781958,ACC000018,2023-01-01,2023-01-01T17:46:00,domestic_wire,online,360.27,0,,0,low,CP0cb720601a39,low,0,0
TXNea748155cdf7,ACC000018,2023-01-01,2023-01-01T20:12:00,international_wire,online,716.48,0,,1,low,CPe78874a565a0,low,0,0
TXN3b593d1f6d20,ACC000018,2023-01-01,2023-01-01T10:21:00,domestic_wire,online,19.14,0,,0,low,CP9b5be4847099,low,0,0
TXNf04448de43bf,ACC000019,2023-01-01,2023-01-01T18:13:00,international_wire,online,1002.12,0,,1,low,CP6b94f9284717,low,0,0
TXN0efcbe16803d,ACC000019,2023-01-01,2023-01-01T08:20:00,card_payment,online,895.45,0,,0,,,,,
TXNf6fd3222779d,ACC000019,2023-01-01,2023-01-01T15:22:00,card_payment,mobile,3131.31,0,,0,,,,,
TXNb73b316364ad,ACC000020,2023-01-01,2023-01-01T10:09:00,cash_withdrawal,online,4537.78,0,,0,,,,,
TXN561c2ca1a17b,ACC000020,2023-01-01,2023-01-01T06:31:00,internal_transfer,branch,315.79,0,,0,,,,,
TXNf56293fda245,ACC000021,2023-01-01,2023-01-01T07:33:00,cash_deposit,atm,4560.61,0,,0,,,,,
TXN668496f01bbd,ACC000021,2023-01-01,2023-01-01T16:23:00,internal_transfer,online,8487.51,0,,0,,,,,
TXN2ca731f93d86,ACC000021,2023-01-01,2023-01-01T09:08:00,international_wire,online,515.31,0,,1,medium,CP7f5d84ff1040,medium,0,0
TXN2506746adf95,ACC000021,2023-01-01,2023-01-01T11:18:00,cash_deposit,branch,8555.89,1,structuring,0,,,,,
TXN10188f4f5fec,ACC000021,2023-01-01,2023-01-01T11:55:00,cash_deposit,branch,9801.22,1,structuring,0,,,,,
TXN98a0e3f9cf2b,ACC000021,2023-01-01,2023-01-01T08:56:00,cash_deposit,branch,7913.43,1,structuring,0,,,,,
TXNdc6665c37e5a,ACC000021,2023-01-01,2023-01-01T14:45:00,cash_deposit,branch,9404.99,1,structuring,0,,,,,
TXN467e137db54c,ACC000021,2023-01-01,2023-01-01T16:48:00,cash_deposit,branch,8420.03,1,structuring,0,,,,,
TXNc1fc70d9d84a,ACC000022,2023-01-01,2023-01-01T13:04:00,domestic_wire,mobile,1351.95,0,,0,low,CP18078035c085,low,0,0
TXN38655e0aec31,ACC000022,2023-01-01,2023-01-01T08:40:00,loan_repayment,online,395.35,0,,0,,,,,
TXN5facda059866,ACC000022,2023-01-01,2023-01-01T21:15:00,card_payment,online,1614.15,0,,0,,,,,
TXNb3335a5e615d,ACC000022,2023-01-01,2023-01-01T17:58:00,domestic_wire,atm,13145.57,0,,0,low,CP5b56fe79a26a,low,0,0
TXN5f5bda27e68c,ACC000022,2023-01-01,2023-01-01T20:36:00,internal_transfer,online,514.3,0,,0,,,,,
TXN79bc3611af61,ACC000022,2023-01-01,2023-01-01T14:18:00,card_payment,branch,193.66,0,,0,,,,,
TXN85381d121422,ACC000023,2023-01-01,2023-01-01T12:16:00,card_payment,branch,148.16,0,,0,,,,,
TXN4f73a6176d74,ACC000023,2023-01-01,2023-01-01T21:41:00,internal_transfer,online,235.05,0,,0,,,,,
TXN304bf2c294de,ACC000024,2023-01-01,2023-01-01T16:50:00,international_wire,online,2450.68,0,,1,low,CPcaf30ec986b3,low,0,0
TXNa1d937a1741e,ACC000024,2023-01-01,2023-01-01T10:47:00,domestic_wire,atm,1141.61,0,,0,low,CP46e1c0508fb5,low,0,0
TXNc4fde4c23a7c,ACC000024,2023-01-01,2023-01-01T11:26:00,internal_transfer,online,355.4,0,,0,,,,,
TXNbd2a7ef3979c,ACC000024,2023-01-01,2023-01-01T10:40:00,card_payment,online,1353.2,0,,0,,,,,
TXNf743f8c64206,ACC000024,2023-01-01,2023-01-01T12:59:00,domestic_wire,online,117.0,0,,0,medium,CP2d73cc7ef6f5,medium,0,0
TXNa5016a6399f2,ACC000025,2023-01-01,2023-01-01T13:58:00,international_wire,online,1916.6,0,,1,medium,CPf22c0440f1b9,medium,0,0
TXN6cfd3e0089c2,ACC000025,2023-01-01,2023-01-01T19:13:00,internal_transfer,online,466.76,0,,0,,,,,
TXNf4e5f40ce9b4,ACC000025,2023-01-01,2023-01-01T18:55:00,internal_transfer,mobile,171.51,0,,0,,,,,
TXNbbda5b580492,ACC000026,2023-01-01,2023-01-01T07:19:00,cash_deposit,online,246.09,0,,0,,,,,
TXN5a16a5ff0c73,ACC000026,2023-01-01,2023-01-01T20:20:00,card_payment,online,221.24,0,,0,,,,,
TXN2b732c542d5e,ACC000026,2023-01-01,2023-01-01T06:10:00,cash_withdrawal,atm,38.59,0,,0,,,,,
TXN2c569b483ff1,ACC000026,2023-01-01,2023-01-01T17:23:00,domestic_wire,online,1902.62,0,,0,medium,CPcfadb85209dd,medium,0,0
TXNbe580661a4d2,ACC000027,2023-01-01,2023-01-01T11:00:00,domestic_wire,mobile,2707.19,0,,0,low,CPd58dcd0777c8,low,0,0
TXN9660f187eaa2,ACC000027,2023-01-01,2023-01-01T09:07:00,domestic_wire,mobile,1104.82,0,,0,low,CPf87d5b503622,low,0,0
TXN56556398ba2b,ACC000027,2023-01-01,2023-01-01T17:18:00,domestic_wire,mobile,265.4,0,,0,low,CP981178309c9e,low,0,0
TXNc905e2be892d,ACC000027,2023-01-01,2023-01-01T15:09:00,international_wire,online,32581.48,0,,1,low,CP6d77eec42968,low,0,0
TXNd52c941511d1,ACC000028,2023-01-01,2023-01-01T17:31:00,domestic_wire,atm,1146.56,0,,0,low,CP9c0e67805d73,low,0,0
TXN6c14fe925a3a,ACC000028,2023-01-01,2023-01-01T10:13:00,cash_deposit,online,170.28,0,,0,,,,,
TXN160c73febeea,ACC000029,2023-01-01,2023-01-01T15:00:00,cash_withdrawal,online,461.66,0,,0,,,,,
TXN378a5c27c9eb,ACC000029,2023-01-01,2023-01-01T19:11:00,cash_withdrawal,mobile,1391.29,0,,0,,,,,
TXN27b341adc898,ACC000029,2023-01-01,2023-01-01T11:16:00,cash_withdrawal,online,1182.25,0,,0,,,,,
TXNbaa25db3a726,ACC000030,2023-01-01,2023-01-01T18:28:00,domestic_wire,atm,614.86,0,,0,low,CPb43c090d981f,low,0,0
TXN1fbdba5d92fe,ACC000030,2023-01-01,2023-01-01T07:06:00,card_payment,online,59.9,0,,0,,,,,
TXNb36292abdecf,ACC000030,2023-01-01,2023-01-01T20:05:00,domestic_wire,mobile,1652.16,0,,0,low,CPe4e4491cf10c,low,0,0
TXN3b9e2eb59d98,ACC000030,2023-01-01,2023-01-01T13:10:00,card_payment,branch,2824.58,0,,0,,,,,
TXNb1db86958746,ACC000030,2023-01-01,2023-01-01T07:20:00,internal_transfer,mobile,283.84,0,,0,,,,,
TXN7fd5cb874cee,ACC000031,2023-01-01,2023-01-01T07:38:00,cash_deposit,mobile,70.65,0,,0,,,,,
TXN7ae678ba620a,ACC000031,2023-01-01,2023-01-01T06:15:00,domestic_wire,mobile,1244.4,0,,0,low,CPfe23c215f9cd,low,0,0
TXNacc63b67eb13,ACC000031,2023-01-01,2023-01-01T13:23:00,domestic_wire,online,1495.06,0,,0,low,CPd221f906480c,low,0,0
TXN33679a22fb36,ACC000031,2023-01-01,2023-01-01T13:01:00,domestic_wire,online,2283.87,0,,0,low,CP6127b71cbb4f,low,0,0
TXN05cd5ebca863,ACC000032,2023-01-01,2023-01-01T21:24:00,domestic_wire,mobile,635.29,0,,0,low,CP2536027c684d,low,0,0
TXNe5e9b786fac1,ACC000032,2023-01-01,2023-01-01T13:19:00,loan_repayment,mobile,1238.6,0,,0,,,,,
TXN219ea07a17fc,ACC000032,2023-01-01,2023-01-01T16:15:00,internal_transfer,online,512.57,0,,0,,,,,
TXN4e3ffdad3c8c,ACC000032,2023-01-01,2023-01-01T16:30:00,card_payment,online,1496.24,0,,0,,,,,
TXN4c53cb78fa34,ACC000032,2023-01-01,2023-01-01T19:04:00,domestic_wire,branch,322.27,0,,0,low,CPef3f832cca2d,low,0,0
TXN9dad12ee8ac0,ACC000033,2023-01-01,2023-01-01T17:38:00,cash_deposit,mobile,369.76,0,,0,,,,,
TXNd49fb9ef5ed4,ACC000033,2023-01-01,2023-01-01T06:01:00,domestic_wire,mobile,91.29,0,,0,low,CP9131285d8952,low,0,0
TXN75747278b8c0,ACC000033,2023-01-01,2023-01-01T12:01:00,domestic_wire,mobile,3737.64,0,,0,low,CPefd7cacd0579,low,0,0
TXNd32ef3898471,ACC000033,2023-01-01,2023-01-01T11:51:00,internal_transfer,online,691.29,0,,0,,,,,
TXNf279bfe0a2f5,ACC000033,2023-01-01,2023-01-01T14:56:00,internal_transfer,mobile,3259.76,0,,0,,,,,
TXNc5b527c6eb39,ACC000033,2023-01-01,2023-01-01T08:08:00,international_wire,online,1125.64,0,,1,high,CP2adb072253e5,high,0,0
TXN485b3af3bf45,ACC000034,2023-01-01,2023-01-01T21:45:00,cash_withdrawal,atm,324.13,0,,0,,,,,
TXN7333e7f28253,ACC000034,2023-01-01,2023-01-01T16:48:00,card_payment,mobile,4051.13,0,,0,,,,,
TXNbbc09ba94d13,ACC000034,2023-01-01,2023-01-01T14:19:00,domestic_wire,online,2049.92,0,,0,low,CP1fac79f36a5f,low,0,0
TXNed02aafab9d0,ACC000035,2023-01-01,2023-01-01T07:33:00,domestic_wire,online,1156.9,0,,0,medium,CP33c7a1cdbd1d,medium,0,0
TXN2df6497e2a02,ACC000035,2023-01-01,2023-01-01T06:24:00,domestic_wire,online,7532.83,0,,0,low,CP205779742851,low,0,0
TXNc83773760b18,ACC000035,2023-01-01,2023-01-01T12:28:00,internal_transfer,branch,367.7,0,,0,,,,,
TXNbaba8bec28c8,ACC000035,2023-01-01,2023-01-01T13:27:00,cash_deposit,online,1142.26,0,,0,,,,,
TXN22069f499aa0,ACC000036,2023-01-01,2023-01-01T16:53:00,domestic_wire,online,1189.49,0,,0,medium,CP78ef59e07656,medium,0,0
TXN0985d7083244,ACC000036,2023-01-01,2023-01-01T11:33:00,card_payment,mobile,3146.38,0,,0,,,,,
TXNe217194db7b8,ACC000036,2023-01-01,2023-01-01T08:37:00,cash_deposit,mobile,3960.52,0,,0,,,,,
TXN67ba269146f5,ACC000037,2023-01-01,2023-01-01T19:56:00,loan_repayment,mobile,763.63,0,,0,,,,,
TXN1f91315af9e2,ACC000037,2023-01-01,2023-01-01T18:53:00,domestic_wire,online,106.42,0,,0,low,CPd0524aa2fc00,low,0,0
TXNc23ab1fc4290,ACC000037,2023-01-01,2023-01-01T21:02:00,card_payment,mobile,621.92,0,,0,,,,,
TXN69598f04a4e9,ACC000038,2023-01-01,2023-01-01T21:48:00,international_wire,online,2986.36,0,,1,medium,CP0b2dbd23db81,medium,0,0
TXN141510d6900d,ACC000038,2023-01-01,2023-01-01T06:36:00,domestic_wire,atm,1577.02,0,,0,very_high,CP189477da38c5,very_high,0,0
TXN7a7b083a9246,ACC000038,2023-01-01,2023-01-01T18:11:00,domestic_wire,mobile,44.61,0,,0,high,CP0ca155b1613d,high,0,0
TXN629914f5d275,ACC000038,2023-01-01,2023-01-01T06:18:00,internal_transfer,online,291.02,0,,0,,,,,
TXN514dbfb31895,ACC000039,2023-01-01,2023-01-01T06:28:00,domestic_wire,branch,158.6,0,,0,medium,CP6a6ab6263124,medium,0,0
TXN511905c71083,ACC000039,2023-01-01,2023-01-01T16:33:00,domestic_wire,mobile,2429.51,0,,0,low,CP75764f734f96,low,0,0
TXN6b4f3e363359,ACC000039,2023-01-01,2023-01-01T06:47:00,card_payment,atm,82.51,0,,0,,,,,
TXN905272107a2e,ACC000040,2023-01-01,2023-01-01T09:11:00,loan_repayment,online,412.07,0,,0,,,,,
TXN0c083e2eb0f6,ACC000041,2023-01-01,2023-01-01T13:01:00,domestic_wire,branch,610.14,0,,0,high,CP45c5aafeccdf,high,0,0
TXN79f4c250546e,ACC000041,2023-01-01,2023-01-01T17:13:00,card_payment,online,3643.9,0,,0,,,,,
TXN3966d2fa1b62,ACC000041,2023-01-01,2023-01-01T19:28:00,card_payment,mobile,2082.74,0,,0,,,,,
TXN25df9e124b71,ACC000042,2023-01-01,2023-01-01T10:31:00,card_payment,online,392.38,0,,0,,,,,
TXNc390ec9b3537,ACC000042,2023-01-01,2023-01-01T14:22:00,domestic_wire,mobile,1310.96,0,,0,low,CPbc2c5a7396dd,low,0,0
TXN8829ac770ea9,ACC000042,2023-01-01,2023-01-01T11:59:00,domestic_wire,atm,1513.48,0,,0,low,CPfde9c7e84d24,low,0,0
TXN28f14040c3c0,ACC000042,2023-01-01,2023-01-01T12:39:00,domestic_wire,online,2568.74,0,,0,low,CP717012fb327f,low,0,0
TXNa2d4e949db47,ACC000042,2023-01-01,2023-01-01T07:55:00,international_wire,online,85.07,0,,1,low,CPf1a10946e4f8,low,0,0
TXN7d7ccf8b7f2e,ACC000043,2023-01-01,2023-01-01T15:24:00,cash_deposit,online,753.2,0,,0,,,,,
TXNbf7862b9ec2b,ACC000043,2023-01-01,2023-01-01T08:27:00,domestic_wire,online,965.0,0,,0,low,CP073b37e30d10,low,0,0
TXN04a7273e97a6,ACC000043,2023-01-01,2023-01-01T15:21:00,domestic_wire,mobile,963.54,0,,0,low,CPb298e69657b0,low,0,0
TXN459617de8a7d,ACC000043,2023-01-01,2023-01-01T07:31:00,domestic_wire,atm,56.5,0,,0,low,CPbbe8b42c3a60,low,0,0
TXN63093cf231af,ACC000043,2023-01-01,2023-01-01T06:25:00,cash_withdrawal,mobile,734.4,0,,0,,,,,
TXN898199266474,ACC000044,2023-01-01,2023-01-01T12:03:00,international_wire,online,292.3,0,,1,low,CP604702efd4e2,low,0,0
TXN2860e514a1b7,ACC000044,2023-01-01,2023-01-01T16:13:00,international_wire,online,10941.14,0,,1,medium,CP4b92b101b3b2,medium,0,0
TXN39da0c83c947,ACC000045,2023-01-01,2023-01-01T14:03:00,loan_repayment,online,209.08,0,,0,,,,,
TXN49d9e57fcc11,ACC000045,2023-01-01,2023-01-01T09:09:00,domestic_wire,online,408.15,0,,0,low,CPf9acf129cab0,low,0,0
TXNd55c2f070039,ACC000045,2023-01-01,2023-01-01T15:29:00,domestic_wire,mobile,1560.18,0,,0,low,CP491a4ee6080c,low,0,0
TXN3d8a56a5db20,ACC000045,2023-01-01,2023-01-01T08:51:00,domestic_wire,mobile,856.52,0,,0,low,CPad96434d3063,low,0,0
TXN8514948872d8,ACC000046,2023-01-01,2023-01-01T16:27:00,cash_deposit,online,173.94,0,,0,,,,,
TXN9faf795e590a,ACC000046,2023-01-01,2023-01-01T09:10:00,card_payment,mobile,759.5,0,,0,,,,,
TXN81e9220470f9,ACC000046,2023-01-01,2023-01-01T21:49:00,international_wire,online,1633.26,0,,1,low,CPb487bfb602d2,low,0,0
TXN7d4058f99e5d,ACC000047,2023-01-01,2023-01-01T14:08:00,internal_transfer,atm,334.55,0,,0,,,,,
TXNd2ef3c61690a,ACC000047,2023-01-01,2023-01-01T12:34:00,cash_deposit,online,1892.18,0,,0,,,,,
TXN14def08f6755,ACC000047,2023-01-01,2023-01-01T12:41:00,domestic_wire,mobile,159.9,0,,0,low,CPf934d8704a39,low,0,0
TXN3a3ed30bfbf1,ACC000048,2023-01-01,2023-01-01T11:04:00,international_wire,online,1452.92,0,,1,very_high,CP0051098eb6cc,very_high,0,0
TXNc575179a8f52,ACC000048,2023-01-01,2023-01-01T19:56:00,internal_transfer,mobile,526.41,0,,0,,,,,
TXN8886ec55550d,ACC000048,2023-01-01,2023-01-01T18:13:00,domestic_wire,online,4040.66,0,,0,medium,CPaf19e8b7842e,medium,0,0
TXNf78284e78126,ACC000048,2023-01-01,2023-01-01T21:03:00,domestic_wire,mobile,1195.27,0,,0,low,CP547494152e1e,low,0,0
TXNb0d36b12a213,ACC000049,2023-01-01,2023-01-01T06:15:00,domestic_wire,mobile,803.25,0,,0,low,CPc3febd7f7103,low,0,0
TXN5d72575babf8,ACC000049,2023-01-01,2023-01-01T13:45:00,domestic_wire,online,4190.83,0,,0,low,CP5131ae73f16f,low,0,0
TXNeddd0b6928e0,ACC000049,2023-01-01,2023-01-01T06:34:00,loan_repayment,mobile,119.18,0,,0,,,,,
TXNb8a34152f1eb,ACC000049,2023-01-01,2023-01-01T09:43:00,internal_transfer,online,781.39,0,,0,,,,,
TXN042200ee96bf,ACC000049,2023-01-01,2023-01-01T10:36:00,domestic_wire,mobile,184.59,0,,0,low,CPb20a5fcc8f49,low,0,0
TXNed0f9e197380,ACC000050,2023-01-01,2023-01-01T18:07:00,domestic_wire,online,2465.94,0,,0,low,CPfaa0a06bfd9e,low,0,0
TXN070852d924d8,ACC000050,2023-01-01,2023-01-01T15:17:00,card_payment,branch,45.33,0,,0,,,,,
TXN4b579067d045,ACC000050,2023-01-01,2023-01-01T11:26:00,card_payment,atm,2937.52,0,,0,,,,,
TXN6f68a16a64cb,ACC000050,2023-01-01,2023-01-01T17:47:00,domestic_wire,atm,633.96,0,,0,low,CPc171610cd6bd,low,0,0
TXNceaef26cf4df,ACC000051,2023-01-01,2023-01-01T09:07:00,card_payment,mobile,1189.2,0,,0,,,,,
TXN4594649b9728,ACC000051,2023-01-01,2023-01-01T18:46:00,domestic_wire,branch,2612.52,0,,0,low,CP25a1edf08f1e,low,0,0
TXN76e28e911d1b,ACC000051,2023-01-01,2023-01-01T11:11:00,domestic_wire,mobile,1959.84,0,,0,low,CP73964f814768,low,0,0
TXNd16a3dcb495e,ACC000051,2023-01-01,2023-01-01T12:11:00,card_payment,atm,437.11,0,,0,,,,,
TXN3e19e3ca6cc3,ACC000051,2023-01-01,2023-01-01T19:39:00,domestic_wire,online,91.83,0,,0,low,CP249061e2eeca,low,0,0
TXN24ccbf4b6eed,ACC000052,2023-01-01,2023-01-01T13:24:00,domestic_wire,online,363.14,0,,0,low,CP532d9ada19d1,low,0,0
TXN4261ae4bbd78,ACC000052,2023-01-01,2023-01-01T18:10:00,card_payment,mobile,435.75,0,,0,,,,,
TXN8efd9b09a59d,ACC000052,2023-01-01,2023-01-01T21:50:00,cash_deposit,branch,1028.6,0,,0,,,,,
TXNa4c8e7f24b94,ACC000053,2023-01-01,2023-01-01T10:14:00,cash_deposit,online,1070.51,0,,0,,,,,
TXNc65a62041cce,ACC000053,2023-01-01,2023-01-01T19:15:00,internal_transfer,online,425.5,0,,0,,,,,
